# t,a,e,i,Omega,omega,varpi,f,M,lam
3.542925000000000000e+07,3.025492080799542904e+01,1.742757463169923235e-02,1.878685933898725180e+00,1.247568109157084706e+02,3.266122689798398255e+02,9.136907989554833875e+01,3.670411257324907695e+01,3.552292274018830653e+01,1.268920026357366453e+02
3.579450000000000000e+07,3.014690895195823472e+01,1.156107199779501937e-02,1.878513058601276819e+00,1.247262513320083741e+02,3.338951374762440878e+02,9.862138880825249032e+01,5.289344028297522726e+01,5.184240779543951305e+01,1.504637966036920034e+02
3.615975000000000000e+07,2.995964200710804093e+01,1.122080824093447081e-02,1.881049314012420037e+00,1.247381092854316620e+02,2.997793054830980282e+02,6.451741476852964752e+01,1.109544344034558350e+02,1.097500598493509614e+02,1.742674746178806231e+02
3.652500000000000000e+07,3.002196361401248481e+01,1.370969422297691788e-02,1.880578987643939159e+00,1.246548623049068283e+02,3.138224192516836979e+02,7.847728155659052618e+01,1.212580874577116958e+02,1.199079544707698233e+02,1.983852360273603495e+02
3.689025000000000000e+07,3.025973339878535384e+01,9.094476437169030786e-03,1.881007918870507334e+00,1.245683189862999853e+02,3.427294895552456637e+02,1.072978085415455922e+02,1.161926879925152321e+02,1.152547387413979720e+02,2.225525472829435500e+02
3.725550000000000000e+07,3.022779773399971859e+01,7.454602208989049433e-03,1.880714128507196881e+00,1.246298587875353405e+02,3.192121555649175662e+02,8.384201435245293510e+01,1.625912366451571245e+02,1.623342912616357694e+02,2.461763056140887045e+02
3.762075000000000000e+07,3.003249090507719998e+01,1.316174045833285768e-02,1.881652150196448492e+00,1.245537321381030011e+02,3.166917589071188104e+02,8.124549104522178311e+01,-1.718039313024742683e+02,1.884132018186726327e+02,2.696586928638944300e+02
3.798600000000000000e+07,3.004864682042755319e+01,1.145641884315118895e-02,1.884826450151412702e+00,1.245139146170352689e+02,3.309746983412856025e+02,9.548861295832088558e+01,-1.623505104529581899e+02,1.980508063403177346e+02,2.935394192986386201e+02
3.835125000000000000e+07,3.022303056285472067e+01,8.401865724123323484e-03,1.882556274707694488e+00,1.244956269444598860e+02,2.972580931160271689e+02,6.175372006048705487e+01,-1.047984170122863219e+02,2.561339208829664926e+02,3.178876409434535617e+02
3.871650000000000000e+07,3.018920362481578223e+01,1.370912023462316290e-02,1.883581238646504286e+00,1.244554751507325250e+02,3.055082276518435833e+02,6.996370280257613672e+01,-8.972508149393142673e+01,2.718457231815557407e+02,3.418094259841318490e+02
